OBJECTID,LOCATION,FORMAL_NAME,LOC_CODE,PARK_TYPE,PARK_CLASS,GIS_ACRES,DESIGNATED,FIRST_AQ_DATE,MASTER_PLAN,MAINT_DIST,COUNCIL_DIST,POLICE_DIST,CROSS_STREETS,ADDRESS_ID,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,ZIP,LATITUDE,LONGITUDE,MARKETING_CODE,FACILITIES,DIAGRAM,PHOTO,PARCEL_MATCH,BND_QC,GLOBALID,Shape__Area,Shape__Length
299,Kelly Open Space,Kelly Open Space,L08,Open Space,Open Space,54.02826358,Not Eligible,N/A - LOWRY (1990s),N/A,NE,5,3,11th Av & Uinta St,,8200 E 11th Ave,,Denver,CO,,39.73013732,-104.89056866,,"Natural Areas, Wetlands, Pedestrian Path", ,no_imagerec.gif,No,,9efb0f60-4ec2-46ae-abbd-4e3e3c016591,2353461.74951172,7195.38575774428
300,Globeville Rec Center,Globeville Recreation Center,228,Grounds,Recreation Center,0.21231501,Yes - 1956,1921,None,NW,9,2,45th Ave & Grant St,34483,4496 N Grant St,,Denver,CO,,39.77814169,-104.98326177,,Recreation Center, ,,Yes,8/22/2023 12:00:00 AM,2cf9027b-dd6c-4000-811b-ec5583bae71e,9371.689453125,399.925757352554
302,Glenarm Recreation Center,Glenarm Recreation Center,223,Grounds,Recreation Center,1.03349967,No,1969,None,NW,9,6,28th St & Glenarm Pl,228983,2800 Glenarm Pl,,Denver,CO,,39.75506804,-104.97535273,,Recreation Ceneter, ,,No,,0561be07-34b5-4a91-b4d4-93a77a36e509,45019.0654296875,1251.40687422158
303,E 56th Ave,E 56th Ave,546,Park,Linear,9.9893745,No,1971,N/A,NE,8/11,5,56th Av - Peoria St To Chambers Rd,,,,Denver,CO,,39.79805803,-104.82276878,,"Bike/Pedestrian Path, Benches", ,no_imagerec.gif,Yes,3/18/2010 12:00:00 AM,343f743d-d317-4089-82a3-6d24d8e9edca,435135.397949219,20485.7687673572
304,Chambers Rd,Chambers Rd,510,Park,Linear,13.09704983,No,1971,N/A,NE,11,5,Chambers Rd - 56th Av to 40th Av,,,,Denver,CO,,39.78572842,-104.81003717,,Bike/Pedestrian Path, ,no_imagerec.gif,Yes,3/18/2010 12:00:00 AM,57bcd3c2-8e37-43c9-9396-1c8f9aa93a82,570505.210449219,17751.6864790576
305,Starbuck,Starbuck Park,M48,Park,Mountain,10.66063326,Yes,1916,2008,MP,None,None,,,,,,CO,,39.663159,-105.24030846,,Riparian Natural Areas, ,no_imagerec.gif,,5/14/2010 12:00:00 AM,1086762f-94cd-4007-9187-12679367aaab,464375.330078125,3430.08602413024
306,Mount Lindo,Mount Lindo Tract,M36,Conservation Tract,Mountain,153.10496714,Yes,1924,2008,MP,None,None,,,,,,CO,,39.61622072,-105.20095436,CA,Conservation Area.  No Public Access., ,no_imagerec.gif,,5/14/2010 12:00:00 AM,c4d5e045-0ad7-46d2-abf8-7c447bab136a,6669225.69140625,15823.275775021
307,Newton,Newton Park,M38,Park,Mountain,435.91766606,Yes,"1939, 1962",2008,MP,None,None,,,11026 South Highway 285,,Conifer,CO,80433,39.51217387,-105.29730199,MP,"Special Permit Picnic Area, Picnic Shelter, Picnic Tables, Restroom",Newton_ParkMap.pdf,newtonpark.jpg,,5/14/2010 12:00:00 AM,02ab51f9-f145-4ad0-882e-e1b81abcd825,18988497.5786133,31292.5548465517
308,Bear Creek Canyon,Bear Creek Canyon Tract,M01,Conservation Tract,Mountain,127.04798795,Yes,1928,2008,MP,None,None,,,,,,CO,,39.65653541,-105.22071025,CA,Conservation Area.  No Public Access.,,bearcreekmtnpark.jpg,,5/20/2010 12:00:00 AM,eb24d523-6573-4476-a7d2-6ef81a3b86f3,5534188.22412109,26728.547646188
309,Lookout Mountain,Lookout Mountain Park,M32,Park,Mountain,75.13183517,Yes,1917,2008,MP,None,None,,,987 Lookout Mountain Road,,Golden,CO,80401,39.73318902,-105.24180865,MP,"Scenic Views, Beaver Brook Trailhead, Historic Spring House, Buffalo Bill Grave & Museum, Pahaska Tepee, Picnic Shelter, Tables, Restroom",LookoutMtn_ParkMap.pdf,lookoutmountainpark.jpg,,5/21/2010 12:00:00 AM,061ec40e-5449-4afb-b56f-3dbcf933aa11,3272729.64794922,14162.7092399324
310,Harvard Gulch Mini,Harvard Gulch Mini Park,816,Park,Pocket,0.64307804,Partial,1970,2010,SW,6,3,Harvard Gulch & Marion St,356540,2489 S Marion St,,Denver,CO,,39.67151755,-104.97272998,PK,"Playground, Benches, Bike/Pedestrian Path, Harvard Gulch Trail, Picnic Tables",ParkArt_Harvard Gulch East Park.pdf,harvardgulchminipark.jpg,Yes,,e9b03355-33ae-4ac0-9fb6-330c4d720397,28012.3662109375,954.119199835529
312,Railyard,Railyard Dog Park,922,Park,Special Use,0.76950468,Partial - 1993,2010,None,Downtown,1,6,19th St & Bassett St,354160,2111 19th St,,Denver,CO,,39.75820761,-105.00128931,PK,"Dog Park, Benches, Picnic Tables, Shade Structure, Drinking Fountain",ParkArt_Railyard Dog Park.pdf,,No,2/14/2011 12:00:00 AM,f9f8dad5-3c7d-40bb-9ca5-f18342558052,33519.4892578125,842.630876038576
315,Bible,Bible (James A) Park,602,Park,Community,66.15209633,Yes - 1961,1961,None,E,4,3,Newport St & Yale Av,366379,6802 E Yale Ave,,Denver,CO,,39.66494841,-104.90620394,PK,"Benches, Drinking Fountain, Picnic Tables, Playground, Restroom, Baseball / Softball Field Complex, Basketball Court, Tennis Court, Bike/Pedestrian Path, High Line Canal Trail, Fitness Equipment, Football Field, Natural Areas, Picnic Area",ParkArt_Bible (James A) Park.pdf,biblepark.jpg,Yes,1/9/2009 12:00:00 AM,8a9e0544-c3ac-4f8f-afdb-f4196f7de5c8,2881573.79052734,8585.37160154934
319,Westerly Creek,Westerly Creek Park,560,Open Space,Open Space,87.08081452,Yes - 2018,2007,2002,NE,8,2,Martin Luther King Jr Blvd & Beeler St,,9200 E 26th Ave,,Denver,CO,,39.75862012,-104.87787966,PK,"Bike/Pedestrian Path, Westerly Creek Trail, Benches, Natural Areas",ParkArt_Westerly Creek Park.pdf,westerlycreekpark.jpg,Yes,9/22/2021 12:00:00 AM,e720afda-41c1-403d-9168-ccb7f4f18251,3793225.11003113,18306.1468160028
321,Westerly Creek (Lowry),Westerly Creek (Lowry),L27,Park,Linear,2.32204993,No,2007,N/A,NE,8,2,Xanthia St & Richtofen Pl,,1100 N Xanthia St,,Denver,CO,,39.73425075,-104.88708143,,"Bike/Pedestrian Path, Westerly Creek Trail, Natural Areas","
",westerlycreekpark.jpg,Yes,2/27/2009 12:00:00 AM,2f5b88da-6efa-46b1-abf3-4b0c0bffef96,101148.08984375,2235.52109761666
327,Derby Lateral,Derby Lateral/Highline Canal,547,Park,Linear,9.74446185,No,2008,N/A,NE,11,5,Highline Canal Parkfield Section,,,,Denver,CO,,39.79323316,-104.8015325,,"Bike/Pedestrian Path, High Line Canal Trail, Open Space, Natural Areas",ParkArt_Highline Canal.pdf,no_imagerec.gif,Yes,6/8/2009 12:00:00 AM,69eece77-b825-4bca-b3ba-24bf6fe70abc,424467.057128906,10972.8387715126
640,Montbello Civic Center,Montbello Civic Center Park,535,Park,Neighborhood,6.65772218,Yes - 2007,1967,None,NE,8,5,Albrook Dr & Tulsa St,,4401 N Crown Blvd,,Denver,CO,,39.78068111,-104.83961779,PK,"Library, Benches, Picnic Tables, Bike/Pedestrian Path, Flower Beds",ParkArt_Montbello Civic Center Park.pdf,montbellopark.jpg,No,2/16/2011 12:00:00 AM,0de131d1-8d5e-4862-8a6a-d11cad9f88cc,290009.21875,2446.81786722218
961,Union & Dudley,Union & Dudley,179,Park,Linear,0.66785891,No,1994,N/A,SW,2,4,Union Av & Dudley St,,8501 W Union Ave,,Denver,CO,,39.63225768,-105.09468896,,Trail Connection,,,Yes,7/31/2012 12:00:00 AM,c33912e0-9a91-46d1-a44b-0d43a98ac155,29091.818359375,1263.90737447226
962,Sanchez,Sanchez (Paco) Park,028,Park,Community,29.90931063,Yes,1958,None,NW,3,1,13th Av & Knox Ct,69634,1290 N Knox Ct,,Denver,CO,,39.73603059,-105.02911598,PK,"Playground, Bike/Pedestrian Path, Lakewood Gulch Trail, Benches, Picnic Tables, Basketball Court",ParkArt_Sanchez (Paco) Park.pdf,sanchezpark.jpg,Yes,12/7/2012 12:00:00 AM,55925f06-a753-4e53-85b0-792d8f79afa4,1302844.36425781,10246.2860365763
963,Lakewood / Dry Gulch,Lakewood / Dry Gulch Park,030,Park,Linear,55.27715128,Yes - 2015,1941,2010,NW,3,1,10th AV & Perry St,,1100 N Perry St,,Denver,CO,,39.73455646,-105.0426611,PK,"Picnic Tables, Benches, Playground, Basketball Court, Bike/Pedestrian Path, Lakewood Gulch Trail, Natural Areas, Disc Golf Course, Community Garden",ParkArt_Lakewood and Dry Gulch Park.pdf,lakewooddrygulchpark.jpg,No,6/21/2019 12:00:00 AM,61d5675d-8b36-42a9-afd9-d419e2f703c9,2407863.05640005,27376.7201392027
1926,51st & Broadway,Unnamed 51st & Broadway,230,Park,Neighborhood,1.2767536,Partial - 2014,1975,None,NW,9,2,51St Av & Broadway,263316,5090 N Broadway,,Denver,CO,,39.78853307,-104.98723225,PK,"Recreation Center, Benches, Picnic Tables, Playground, Basketball Court, Fitness Equipment",ParkArt_Unnamed 51st and Broadway.pdf,no_imagerec.gif,Yes,7/29/2009 12:00:00 AM,529f53cc-7ef4-42f0-8873-4832e66d0a1f,55615.1645507813,1130.06759080235
1929,Ciancio,Ciancio Park,027,Park,Neighborhood,3.97676538,Yes - 1956 / 2017,1948,None,NW,1,1,41st Av & Lipan St,33425,4001 N Lipan St,,Denver,CO,,39.77241127,-105.00264438,PK,"Baseball / Softball Field, Football Field, Bleachers, Picnic Tables",ParkArt_Ciancio Park.pdf,cianciopark.jpg,Yes,2/27/2009 12:00:00 AM,e17beffb-1f79-4653-8551-22e201e1cfef,173227.207519531,1776.38915342361
1931,La Raza,La Raza Park,004,Park,Neighborhood,2.29446765,Yes - 1956,1906,None,NW,1,1,38th Av & Osage St,356856,1501 W 38th Ave,,Denver,CO,,39.76990836,-105.00482322,PK,"Picnic Tables, Playground, Plaza, Basketball Court, Benches, Flower Beds",ParkArt_La Raza Park.pdf,columbuspark.jpg,Yes,11/20/2008 12:00:00 AM,437648e6-810c-42ec-b74b-c643c96b3586,99946.611328125,1283.14539121459
2252,Northfield Pond,Northfield Pond Park,565,Open Space,Open Space,33.5716103,Yes - 2017,2008,None,NE,8,5,Northfield Blvd & Trenton St ,,4801 N Spruce Way,,Denver,CO,,39.78248536,-104.89779132,PK,"Benches, Bike/Pedestrian Path, Natural Areas",ParkArt_Northfield Pond Park.pdf,northfieldpondpark.jpg,No,12/23/2008 12:00:00 AM,db94d215-49d9-4e9a-81b8-e1f568bc5cc8,1462373.49499589,6553.58736229451
2882,Fishback,Fishback Park,905,Park,Neighborhood,2.17375653,Yes - 2014,1976,1997,Downtown,1,1,Platte St & Water St,54110,818 Water St,,Denver,CO,,39.75290998,-105.01188046,PK,"Drinking Fountain, Picnic Shelter, Picnic Tables, Bike/Pedestrian Path, South Platte River Trail, Natural Areas, Benches",ParkArt_Fishback Park.pdf,fishbacklandingpark.jpg,Yes,9/29/2009 12:00:00 AM,142034e7-095e-418b-b936-57beaf5bec36,94688.455078125,1900.11520269274
3847,Civic Center,Civic Center Park,213,Park,Regional,11.34971729,Yes - 1956,1911,2005,Downtown,10,6,Broadway & Colfax Av,176314,101 W 14th Avenue Pkwy,,Denver,CO,,39.73908658,-104.98890712,PK,"Voorhies Memorial, Greek Amphitheater, Benches, Drinking Fountain, Fountain, Flower Beds, Public Art",ParkArt_Civic Center Park.pdf,civiccenterpark.jpg,No,6/28/2023 12:00:00 AM,f7a653b3-47ea-4edf-bbd7-eda255821b21,494391.706507564,3861.43105046136
3849,Crestmoor,Crestmoor Park,403,Park,Community,37.25882805,Yes - 1956,1946,None,E,5,3,1st Av & Monaco St,133214,99 S Monaco Street Pkwy,,Denver,CO,,39.71536396,-104.91534993,PK,"Benches, Drinking Fountain, Picnic Tables, Playground, Restroom, Bike/Pedestrian Path, Soccer Field, Baseball / Softball Field, Tennis Court, Picnic Area, Fitness Equipment",ParkArt_Crestmoor Park.pdf,crestmoorpark.jpg,Yes,12/2/2008 12:00:00 AM,af157a31-d5fb-4147-bf4b-821946a2b7d5,1622988.03759766,5289.4836361069
3855,Viking,Viking Park,020,Park,Neighborhood,5.75059923,Yes,1980,None,NW,1,1,29th Av & Speer Blvd,,2801 W 29th Ave,,Denver,CO,,39.7590745,-105.02392505,PK,"Benches, Flower Beds, Bike/Pedestrian Path, Passive Open Space",ParkArt_Viking Park.pdf,vikingpark.jpg,Yes,11/20/2008 12:00:00 AM,74d4cfb5-c80f-4169-9c97-a01407c3f784,250495.099121094,2384.53271610977
4179,Confluence East,Confluence East Park,940,Park,Neighborhood,0.91955758,Yes - 2017,2001,2014,Downtown,10,6,Cherry Creek & Platte River ,178547,2190 15th St,,Denver,CO,,39.754557,-105.00760127,,"Picnic Tables, Plaza, Bike/Pedestrian Path, South Platte River Trail, Cherry Creek Trail, Benches",ParkArt_Confluence Park.pdf,no_imagerec.gif,Yes,3/11/2009 12:00:00 AM,b99cfa14-66ee-40d4-8f4e-95f43b45cd2d,40055.7677836418,832.024275756335
4802,Steel St Bikeway,Steele St Bikeway,326,Park,Linear,0.6017429,Not Eligible,N/A - ROW (1990s),N/A,SW,6,,Steele St - Virginia to Exposition,,,,Denver,CO,,39.70605015,-104.9500095,,Off-street Trail Connection,,,No,11/21/2013 12:00:00 AM,13ba81a8-d05f-478f-a157-5730101f16a0,26211.8139648438,2667.14749155091
4803,Highline Canal (Orleans to Nepal),Highline Canal (Orleans to Nepal),570,Park,Linear,1.04079924,No,2002,N/A,NE,11,5,Highline Canal - Orleans to Nepal,,,,Denver,CO,,39.78386098,-104.7391918,,"Bike/Pedestrian Path: High Line Canal Trail, Open Space, Natural Areas",,,Yes,11/21/2013 12:00:00 AM,6c70dbf4-569a-4465-a494-06615dba6a6a,45337.0395507813,1879.14246867496
4804,First Creek Trail,First Creek - Dunkirk to Tower,573,Park,Linear,12.21575057,No,2015,N/A,NE,11,5,First Creek - Dunkirk to Tower,,5500 N Tower Rd,,Denver,CO,,39.79384432,-104.76715523,<Null>,"Bike/Pedestrian Path, First Creek Trail, Open Space, Natural Areas",,,Yes,11/24/2015 12:00:00 AM,8a2603a0-cb14-427d-8570-1853f82d5443,530999.757404447,7368.50989301267
4809,Highline Canal (Picadilly to Orleans),Highline Canal (Picadilly to Orleans),569,Park,Linear,2.75363145,No,2002,N/A,NE,11,5,Highline Canal - Picadilly to Orleans,,4889 N Picadilly Rd,,Denver,CO,,39.78372522,-104.73595231,,"Bike/Pedestrian Path, High Line Canal Trail, Open Space, Natural Areas",,,Yes,11/21/2013 12:00:00 AM,5c4fbd16-5441-4c26-8146-c786493dd202,119947.708007813,2139.9727484081
4810,Highline Canal (Maxwell to 56th),Highline Canal (Maxwell to 56th),572,Open Space,Open Space,4.27421776,No,2002,None,NE,11,5,Highline Canal - Maxwell to 56th,,5589 N Jebel Ct,,Denver,CO,,39.79664896,-104.75210411,,"Future Bike/Pedestrian Path: High Line Canal Trail, Open Space, Natural Areas",,,Yes,11/21/2013 12:00:00 AM,4a664fd7-0a05-4077-8d32-30a2df1d7969,186184.1875,2878.57533979259
5123,Manley,Manley (James N) Park,337,Park,Neighborhood,1.43407635,Yes - 1996,1974,None,E,5,3,4th Av & Josephine St,84676,400 N Josephine St,,Denver,CO,,39.72286778,-104.95769339,PK,"Benches, Drinking Fountain, Picnic Tables, Playground, Bike/Pedestrian Path",ParkArt_Manley (James N) Park.pdf,manleypark.jpg,Yes,11/27/2013 12:00:00 AM,c2adf811-bd32-48c8-abac-ffff8dc33662,62468.1162109375,1109.22778485239
6096,Lowry Sports Complex,Lowry Sports Complex,L21,Park,Athletic Complex,51.4652109,Yes - 2014,2000,2000,NE,5,3,Fairmont Dr & Sports Blvd,,8200 E Sports Blvd,,Denver,CO,,39.71724299,-104.88971021,PK,"Soccer Field Complex, Tennis Court, Drinking Fountain, Restroom, Bike/Pedestrian Path, Benches, Playground, Basketball Court, Picnic Shelter, Synthetic Field",ParkArt_Lowry Sports Complex.pdf,lowerysportspark.jpg,No,3/6/2014 12:00:00 AM,20bac01f-8d96-4698-a435-b76096f84ba2,2241815.61922113,8495.468136217
6724,Veterans,Veterans Park,720,Park,Community,16.22562236,Yes - 2014,1921,2007,SW,6,3,Iowa Av & Vine St,,2100 E Iowa Ave,,Denver,CO,,39.68683183,-104.96278523,PK,"Drinking Fountain, Restroom, Soccer Field, Baseball / Softball Field, Bike/Pedestrian Path",ParkArt_Veterans Park.pdf,veteranspark.jpg,No,3/25/2014 12:00:00 AM,90dc0144-5f00-4bfd-8135-69b4968fb6b4,706785.28309679,4287.87499688998
7363,Johnson-Habitat,Johnson-Habitat Park,910,Park,Community,7.67169882,Yes - 2014,1976,2015,SW,7,4,Exposition Av & Jason St,368258,610 S Jason St,,Denver,CO,,39.70567536,-104.99827737,PK,"Benches, Picnic Shelter, South Platte River Trail, Natural Areas, River Access, Playground (Nature Play), Interpretive Overlook, Outdoor Classroom",ParkArt_Johnson-Habitat Park.pdf,habitatpark.jpg,No,10/9/2014 12:00:00 AM,16be7fd6-5e89-481d-aa88-174158c99218,334177.864778996,4180.31253876283
8002,Prairie Uplands,Prairie Uplands Park,583,Open Space,Open Space,62.51701042,Partial - 2016,2015,2016,NE,8,5,35th & Dayton,,9501 E 35th Ave,,Denver,CO,,39.76618368,-104.87526347,PK,"Bike/Pedestrian Path, Sand Creek Trail, Westerly Creek Trail, Open Space, Natural Areas",ParkArt_Prairie Uplands Park.pdf,westerlycreekpark.jpg,Yes,9/22/2021 12:00:00 AM,801a6016-c8a9-4bd5-84f7-e82f5af1dbe3,2723230.08182216,14263.3317504004
8003,Northfield Athletic Complex,Northfield Athletic Complex,584,Park,Athletic Complex,23.52144991,Yes - 2023,2015,2012,NE,8,5,56th Ave  & Dallas St,483660,9550 E 56th Ave,,Denver,CO,,39.79681346,-104.87883881,PK,"Baseball / Softball Field, Multi-purpose Field, Bike/Pedestrian Path, Tennis Court, Pickleball Court, Running Track, Restroom, Drinking Fountain ",ParkArt_Northfield Athletic Complex.pdf,,Yes,3/3/2015 12:00:00 AM,7cbefe84-5056-4abf-8176-519fd2b04ff4,1024590.26082814,7440.3261234615
8325,Lower Lakewood Gulch,Lower Lakewood Gulch,026,Open Space,Open Space,6.6185373,Yes - 2018,2012,None,NW,3,1,14th Av & Decatur St,69617,1390 N Decatur St,,Denver,CO,,39.73861388,-105.0202169,,"Bike/Pedestrian Path: Lakewood Gulch Trail, South Platte River Trail",,,Yes,5/8/2015 12:00:00 AM,bad83dee-d18b-4118-b5f8-e483b1ca3cca,288302.035256863,3156.81643111621
8327,Lowry Dam,Lowry Dam,L30,Open Space,Open Space,46.1473972,No,2015,N/A,NE,5,,,,,,Denver,CO,,39.71585459,-104.88362646,,,,,Yes,6/19/2015 12:00:00 AM,86f34ac2-196e-4cf2-9797-fda1bd7c3287,2010172.56477547,15436.5956183452
8643,Central Park,Central Park,561,Park,Regional,76.08371527,Yes - 2014,2008,2002,NE,8,2,Martin Luther King Jr Blvd & Central Park Blvd,186960,8801 E Martin Luther King Jr Blvd,,Denver,CO,,39.76156415,-104.88418475,PK,"Lake, Benches, Picnic Shelter, Restroom, Drinking Fountain, Playground, Soccer Field, Bike/Pedestrian Path, Natural Areas, Interactive Fountain, Picnic Area, Bocce Ball Court",ParkArt_Central Park.pdf,centralpark.jpg,No,7/15/2015 12:00:00 AM,2756cc8c-124a-4e6c-81e3-4f8c7b5eb44a,3314193.38045895,8681.63707095248
8964,20th St Rec Center,20th St Rec Center,234,Grounds,Recreation Center,0.28822588,Yes,1980,None,Downtown,9,6,20th St & Curtis St,55052,1011 20th St,,Denver,CO,,39.75130533,-104.99000667,,Recreation Center, ,,Yes,8/21/2015 12:00:00 AM,e1d8764c-4389-47a5-9150-2d0933710bb1,12555.0693359375,450.665570093825
8966,City of Ulaanbaatar,City of Ulaanbaatar Park,L17,Park,Neighborhood,5.15244378,Yes - 2014,2000,None,NE,5,3,5th Av & Roslyn St,356585,500 N Roslyn St,,Denver,CO,,39.72440229,-104.89998713,PK,"Benches, Playground, Natural Areas, Drinking Fountain, Bike/Pedestrian Path, Shade Structure",ParkArt_City of Ulaanbaatar Park.pdf,cityulaanbaatarpark.jpg,No,8/21/2015 12:00:00 AM,27cd1f7b-6579-42c6-9f37-5cb02b8d902c,224439.552639246,2261.82463113419
9603,Verbena,Verbena Park,L18,Park,Neighborhood,7.18563458,Yes,1969,None,NE,8,3,11th Av & Verbena St,349580,1151 N Verbena St,,Denver,CO,,39.73424437,-104.89127476,PK,"Picnic Shelter, Picnic Tables, Benches, Playground, Basketball Court, Baseball / Softball Field, Soccer Field, Bike/Pedestrian Path",ParkArt_Verbena Park.pdf,verbenapark.jpg,Yes,9/9/2015 12:00:00 AM,fc3bc270-8425-4e1c-9d82-008cf099ae6b,310081.157226563,2553.71104446351
10243,Sand Creek Open Space,Sand Creek Open Space,553,Open Space,Open Space,81.46735028,Yes - 2016 ,2015,None,NE,8,5,Smith Rd - Havana to Central Park Blvd,,10200 E Smith Rd,,Denver,CO,,39.76714982,-104.87285955,,Future Park or Open Space Development,,,No,6/2/2020 12:00:00 AM,55c42731-2033-40ab-aa95-58215c7c2c89,3548703.58349609,15096.1327258117
10253,First Creek Park,First Creek Park,586,Park,Neighborhood,6.34069945,Yes - 2020,2015,2019,NE,11,5,Elemendorf Dr & Bahama Ct,,18851 E Elemndorf Dr,,Denver,CO,,39.79409713,-104.76888708,PK,"Picnic Tables, Playground (nature play), First Creek Trail, Bike/Pedestrian Path, Nature Walk Experience ",ParkArt_First Creek Park.pdf,no_imagerec.gif,Yes,11/24/2015 12:00:00 AM,31452460-1bc5-44d5-80f8-c4b1f9dd16fd,271002.814914703,2628.22946541663
10882,Kentucky & Irving,Unnamed Kentucky & Irving,820,Park,Neighborhood,0.28277806,Yes - 2023,2015,2022,SW,3,4,Kentucky Av & Irving St,475680,876 S Irving St,,Denver,CO,,39.70063629,-105.02953662,PK,"Skate Park, Half Basketball Court, Seating Areas",ParkArt_Unnamed Kentucky and Irving Park.pdf,,Yes,1/13/2016 12:00:00 AM,6bd3971f-5ce6-49b3-ac1f-163113d25d07,12317.7626953125,481.37930893774
11202,Sandos,Sandos (M.L. Sam) Park,023,Park,Athletic Complex,16.18108853,Yes,1951,None,SW,3,1,6th Av & Federal Blvd,375603,3144 W 6th Ave,,Denver,CO,,39.72684809,-105.02717551,PK,"Soccer Field, Baseball / Softball Field Complex, Natural Areas, Bleachers, Bike Skills Course",ParkArt_Sandos (M.L. Sam) Park.pdf,barnumpark1.jpg,No,2/9/2009 12:00:00 AM,311b6d89-64a6-4aa2-81ac-709b8c5ab922,704845.393795252,5448.08648721725
11526,Weir Gulch North,Weir Gulch Park - North,836,Park,Linear,15.18881664,Partial - 1956,1950,2010,SW,3,4,Alameda & Xavier to 3rd & Hooker,,4351 W Bayaud Ave,,Denver,CO,,39.71829144,-105.0386154,PK,"Picnic Tables, Benches, Playground, Bike/Pedestrian Path, Weir Gulch Trail, Basketball Court, Natural Areas",ParkArt_Weir Gulch Park North.pdf,weirgulchpark.jpg,No,3/11/2020 12:00:00 AM,aa6f6277-6890-40fa-a37a-af65cfbe802c,661622.209472656,13181.8158698517
11536,Gates Tennis,Gates Tennis Center,357,Park,Special Use,4.58730075,Yes - 1956,1947,None,E,5,3,Bayaud Av & Steele St.,85101,3300 E Bayaud Ave,,Denver,CO,,39.7138264,-104.94844496,<Null>,"Gates Tennis Center, Tennis Court, Pickleball Court",ParkArt_Pulaski Park.pdf,pulaskipark.jpg,No,8/19/2016 12:00:00 AM,38316545-6a3f-4675-957d-85722e95ea9d,199822.020019531,2193.11898351053
12162,Hicks Mountain,Hicks Mountain Tract,M28,Conservation Tract,Mountain,790.81080792,Yes,1926,2008,MP,None,None,,,,,,CO,,39.64563513,-105.44082147,CA,Conservation Area.  No Public Access., ,no_imagerec.gif,,5/24/2010 12:00:00 AM,2c29208f-ad6a-4573-a033-933c901f5da1,34447581.0019531,36208.2832422462
12167,Old Cavalcade Trail,Old Cavalcade Trail,759,Park,Linear,1.85682084,Yes,1972,N/A,E,6,,,,,,Denver,CO,,39.69292984,-104.91760913,,Undeveloped parcel adjacent to the Cherry Creek Greenway.  ,,,Yes,9/30/2016 12:00:00 AM,6b8fc201-b7c1-461d-b884-a9bc101b470f,80882.7919921875,6461.99283282754
12172,Highline Canal (GVR),Highline Canal (GVR),501,Park,Linear,27.04832294,Yes - 2016 ,1998,N/A,NE,11,5,Highline Canal Green Valley Ranch Section,,,,Denver,CO,,39.77677103,-104.75049851,,"Bike/Pedestrian Path, High Line Canal Trail, Open Space, Natural Areas",ParkArt_Highline Canal.pdf,no_imagerec.gif,Yes,6/8/2009 12:00:00 AM,1c0c9ac3-f6f7-4041-8a8e-f18b40226ddf,1178220.25244141,24809.67676228
12818,First Creek Village Open Space,First Creek Village,588,Park,Linear,13.7791792,Yes - 2020,2016,None,NE,11,5,First Creek - Tower Rd to 56th Ave,,,,Denver,CO,,39.7961436,-104.77591602,,Undeveloped Trail and Open Space,,,Yes,9/13/2017 12:00:00 AM,c667a99a-d89c-4f5e-a803-ab16a4480081,600218.645412266,4744.08294273723
13138,Pioneer Monument,Pioneer Monument Park,233,Park,Pocket,0.29757787,Yes - 1956,1906,None,Downtown,10,6,Broadway & Colfax Av,366225,1501 N Broadway,,Denver,CO,,39.74036458,-104.98768539,<Null>,"Memorial / Monument, Fountain, Benches",ParkArt_Pioneer Monument Park.pdf,pioneerpark.jpg,No,10/3/2017 12:00:00 AM,9afa9f55-66b4-4abf-b579-9366b12f267d,12962.4379882813,507.85600098394
13458,Highline Canal (GVR Golf),Highline Canal (GVR Golf),571,Park,Linear,10.59712014,No,2002,N/A,NE,11,5,Highline Canal - GVR Golf Course,,,,Denver,CO,,39.78888937,-104.74724806,,"Bike/Pedestrian Path, High Line Canal Trail, Open Space, Natural Areas",,,Yes,8/21/2015 12:00:00 AM,91328ebb-ad42-4711-b1d6-4df3244a5671,461608.707011551,16669.8022420983
14738,Hirshorn,Hirshorn Park,014,Park,Neighborhood,2.19443354,Yes - 1956,1946,None,NW,1,1,16th St & Tejon St,45051,3000 N Tejon St,,Denver,CO,,39.76031026,-105.01055251,PK,"Benches, Picnic Tables, Drinking Fountain, Playground, Baseball / Softball Field, Bleachers, Basketball Court",ParkArt_Hirshorn Park.pdf,hirshornpark.jpg,No,8/6/2018 12:00:00 AM,108e54c3-9b3d-4f20-867d-5aa1b6aacde8,95589.1422872543,1286.84616557866
15378,Montbello Open Space,Montbello Open Space,539,Open Space,Open Space,5.61839885,Yes - 2022,2014,2018,NE,8,5,46th Ave & Albrook Dr,365864,12680 E Albrook Dr,,Denver,CO,,39.78026672,-104.84355845,PK,"Playground (Nature Play), Natural Areas, Bike/Pedestrian Path, Shade Structure, Outdoor Classroom",ParkArt_Montbello Open Space.pdf,,Yes,9/25/2018 12:00:00 AM,2655865b-205f-48fe-b28f-ca558ffabfe4,244736.47597003,2377.02910615505
16343,Mount Pence,Mount Pence Tract,M37,Conservation Tract,Mountain,542.21148216,Yes,1926,2008,MP,None,None,,,,,,CO,,39.68140422,-105.41122928,CA,Conservation Area.  No Public Access., ,no_imagerec.gif,,5/24/2010 12:00:00 AM,dbb6ae31-ba29-4fea-9174-47ce5f990923,23618637.6889648,35537.2182165921
